label	okres	value
Kvítkovice	České Budějovice	ceske-budejovice/kvitkovice
Brambory	Kutná Hora	kutna-hora/brambory
Sedliště	Plzeň-jih	plzen-jih/sedliste
Kunemil	Havlíčkův Brod	havlickuv-brod/kunemil
Benátky	Hradec Králové	hradec-kralove/benatky
Javorek	Žďár nad Sázavou	zdar-nad-sazavou/javorek
Bořetín	Pelhřimov	pelhrimov/boretin
Oslavička	Žďár nad Sázavou	zdar-nad-sazavou/oslavicka
Hněvnice	Plzeň-sever	plzen-sever/hnevnice
Všechlapy	Benešov	benesov/vsechlapy
Málkov	Beroun	beroun/malkov
Radkovice	Plzeň-jih	plzen-jih/radkovice
Jahodov	Rychnov nad Kněžnou	rychnov-nad-kneznou/jahodov
Olešná	Písek	pisek/olesna
Zájezd	Kladno	kladno/zajezd
Cikháj	Žďár nad Sázavou	zdar-nad-sazavou/cikhaj
Horní Kněžeklady	České Budějovice	ceske-budejovice/horni-knezeklady
Přechovice	Strakonice	strakonice/prechovice
Střítež	Pelhřimov	pelhrimov/stritez
Báňovice	Jindřichův Hradec	jindrichuv-hradec/banovice
Rakůvka	Prostějov	prostejov/rakuvka
Chvalatice	Znojmo	znojmo/chvalatice
Radňoves	Žďár nad Sázavou	zdar-nad-sazavou/radnoves
Studený	Benešov	benesov/studeny
Nezdřev	Plzeň-jih	plzen-jih/nezdrev
Březina	Jičín	jicin/brezina
Dlažkovice	Litoměřice	litomerice/dlazkovice
Klíny	Most	most/kliny
Okoř	Praha-západ	praha-zapad/okor
Skrchov	Blansko	blansko/skrchov
Karlov	Žďár nad Sázavou	zdar-nad-sazavou/karlov
Sklené	Žďár nad Sázavou	zdar-nad-sazavou/sklene
Babice	Prachatice	prachatice/babice
Zdobín	Trutnov	trutnov/zdobin
Rokytňany	Jičín	jicin/rokytnany
Borek	Jičín	jicin/borek
Hroznatín	Třebíč	trebic/hroznatin
Bořetín	Jindřichův Hradec	jindrichuv-hradec/boretin
Sviny	Žďár nad Sázavou	zdar-nad-sazavou/sviny
Ostrov	Příbram	pribram/ostrov
Třebětín	Kutná Hora	kutna-hora/trebetin
Adamov	Kutná Hora	kutna-hora/adamov
Lážovice	Beroun	beroun/lazovice
Kbelany	Plzeň-sever	plzen-sever/kbelany
Horní Řepčice	Litoměřice	litomerice/horni-repcice
Sedliště	Jičín	jicin/sedliste
Paračov	Strakonice	strakonice/paracov
Blatce	Česká Lípa	ceska-lipa/blatce
Masojedy	Kolín	kolin/masojedy
České Lhotice	Chrudim	chrudim/ceske-lhotice
Pravy	Pardubice	pardubice/pravy
Tři Studně	Žďár nad Sázavou	zdar-nad-sazavou/tri-studne
Borovník	Brno-venkov	brno-venkov/borovnik
Stranný	Benešov	benesov/stranny
Čelistná	Pelhřimov	pelhrimov/celistna
Dobršín	Klatovy	klatovy/dobrsin
Hačky	Prostějov	prostejov/hacky
Tis u Blatna	Plzeň-sever	plzen-sever/tis-u-blatna
Křišťanov	Prachatice	prachatice/kristanov
Otov	Domažlice	domazlice/otov
Slatina	Klatovy	klatovy/slatina
Zalešany	Kolín	kolin/zalesany
Stehlovice	Písek	pisek/stehlovice
Sedlec	Plzeň-sever	plzen-sever/sedlec
Doubice	Děčín	decin/doubice
Mokrý Lom	České Budějovice	ceske-budejovice/mokry-lom
Leskovice	Pelhřimov	pelhrimov/leskovice
Pokojovice	Třebíč	trebic/pokojovice
Chotěbudice	Třebíč	trebic/chotebudice
Skapce	Tachov	tachov/skapce
Zhoř u Mladé Vožice	Tábor	tabor/zhor-u-mlade-vozice
Úlehle	Strakonice	strakonice/ulehle
Únějovice	Domažlice	domazlice/unejovice
Kubova Huť	Prachatice	prachatice/kubova-hut
Počaply	Příbram	pribram/pocaply
Ostrovec-Lhotka	Rokycany	rokycany/ostrovec-lhotka
Strážiště	Mladá Boleslav	mlada-boleslav/straziste
Plch	Pardubice	pardubice/plch
Troskovice	Semily	semily/troskovice
Vlčkov	Svitavy	svitavy/vlckov
Hvězdoňovice	Třebíč	trebic/hvezdonovice
Žďár	Rakovník	rakovnik/zdar
Mezná	Tábor	tabor/mezna
Korno	Beroun	beroun/korno
Sendraž	Náchod	nachod/sendraz
Ubušínek	Žďár nad Sázavou	zdar-nad-sazavou/ubusinek
Nová Ves	Strakonice	strakonice/nova-ves
Krátošice	Tábor	tabor/kratosice
Černov	Pelhřimov	pelhrimov/cernov
Nerestce	Písek	pisek/nerestce
Čečovice	Domažlice	domazlice/cecovice
Lubě	Blansko	blansko/lube
Nové Sady	Vyškov	vyskov/nove-sady
Prokopov	Znojmo	znojmo/prokopov
Lažánky	Strakonice	strakonice/lazanky
Snět	Benešov	benesov/snet
Vodslivy	Benešov	benesov/vodslivy
Hnačov	Klatovy	klatovy/hnacov
Loučná pod Klínovcem	Chomutov	chomutov/loucna-pod-klinovcem
Rodkov	Žďár nad Sázavou	zdar-nad-sazavou/rodkov
Podmyče	Znojmo	znojmo/podmyce
Křižanov	Písek	pisek/krizanov
Žďár	Jindřichův Hradec	jindrichuv-hradec/zdar
Vinařice	Beroun	beroun/vinarice
Střítež	Žďár nad Sázavou	zdar-nad-sazavou/stritez
Kozojedy	Rakovník	rakovnik/kozojedy
Újezd nade Mží	Plzeň-sever	plzen-sever/ujezd-nade-mzi
Ujkovice	Mladá Boleslav	mlada-boleslav/ujkovice
Dolní Vilímeč	Jihlava	jihlava/dolni-vilimec
Rozseč	Žďár nad Sázavou	zdar-nad-sazavou/rozsec
Habří	České Budějovice	ceske-budejovice/habri
Hodonín	Chrudim	chrudim/hodonin
Hojanovice	Pelhřimov	pelhrimov/hojanovice
Soběraz	Jičín	jicin/soberaz
Lhotka	Jihlava	jihlava/lhotka
Lesní Jakubov	Třebíč	trebic/lesni-jakubov
Odunec	Třebíč	trebic/odunec
Tušovice	Příbram	pribram/tusovice
Krychnov	Kolín	kolin/krychnov
Luka	Česká Lípa	ceska-lipa/luka
Petrovice II	Kutná Hora	kutna-hora/petrovice-ii
Nová Buková	Pelhřimov	pelhrimov/nova-bukova
Budkov	Prachatice	prachatice/budkov
Řeřichy	Rakovník	rakovnik/rerichy
Mohelnice nad Jizerou	Mladá Boleslav	mlada-boleslav/mohelnice-nad-jizerou
Kakejcov	Rokycany	rokycany/kakejcov
Petrůvky	Třebíč	trebic/petruvky
Čermákovice	Znojmo	znojmo/cermakovice
Vysočany	Znojmo	znojmo/vysocany
Podolí	Žďár nad Sázavou	zdar-nad-sazavou/podoli
Grunta	Kolín	kolin/grunta
Přední Zborovice	Strakonice	strakonice/predni-zborovice
Kalenice	Strakonice	strakonice/kalenice
Kozlovice	Plzeň-jih	plzen-jih/kozlovice
Volevčice	Most	most/volevcice
Hrádek	Ústí nad Orlicí	usti-nad-orlici/hradek
Mezholezy (dříve okres Domažlice)	Domažlice	domazlice/mezholezy-(drive-okres-domazlice)
Horčápsko	Příbram	pribram/horcapsko
Kynice	Havlíčkův Brod	havlickuv-brod/kynice
Ostružno	Jičín	jicin/ostruzno
Hlupín	Strakonice	strakonice/hlupin
Vlčtejn	Plzeň-jih	plzen-jih/vlctejn
Bošín	Ústí nad Orlicí	usti-nad-orlici/bosin
Dobrá Voda u Pacova	Pelhřimov	pelhrimov/dobra-voda-u-pacova
Sudoměř	Mladá Boleslav	mlada-boleslav/sudomer
Cidlina	Třebíč	trebic/cidlina
Meziříčko	Třebíč	trebic/meziricko
Hodětín	Tábor	tabor/hodetin
Oprostovice	Přerov	prerov/oprostovice
Bečice	České Budějovice	ceske-budejovice/becice
Chlumec	Český Krumlov	cesky-krumlov/chlumec
Horní Němčice	Jindřichův Hradec	jindrichuv-hradec/horni-nemcice
Žlebské Chvalovice	Chrudim	chrudim/zlebske-chvalovice
Přepychy	Pardubice	pardubice/prepychy
Vlkov pod Oškobrhem	Nymburk	nymburk/vlkov-pod-oskobrhem
Heřmaneč	Jindřichův Hradec	jindrichuv-hradec/hermanec
Krchleby	Rychnov nad Kněžnou	rychnov-nad-kneznou/krchleby
Třesov	Třebíč	trebic/tresov
Bukovec	Domažlice	domazlice/bukovec
Janovice v Podještědí	Liberec	liberec/janovice-v-podjestedi
Proseč pod Křemešníkem	Pelhřimov	pelhrimov/prosec-pod-kremesnikem
Borovno	Plzeň-jih	plzen-jih/borovno
Morašice	Pardubice	pardubice/morasice
Holenice	Semily	semily/holenice
Horní Radslavice	Žďár nad Sázavou	zdar-nad-sazavou/horni-radslavice
Drahouš	Rakovník	rakovnik/drahous
Krajníčko	Strakonice	strakonice/krajnicko
Kraborovice	Havlíčkův Brod	havlickuv-brod/kraborovice
Újezdec	Svitavy	svitavy/ujezdec
Jindřichovice	Jihlava	jihlava/jindrichovice
Oslnovice	Znojmo	znojmo/oslnovice
Malá Víska	Beroun	beroun/mala-viska
Honětice	Kroměříž	kromeriz/honetice
Vojslavice	Pelhřimov	pelhrimov/vojslavice
Polesí	Pelhřimov	pelhrimov/polesi
Svatojanský Újezd	Jičín	jicin/svatojansky-ujezd
Lesůňky	Třebíč	trebic/lesunky
Říčky v Orlických horách	Rychnov nad Kněžnou	rychnov-nad-kneznou/ricky-v-orlickych-horach
Tojice	Plzeň-jih	plzen-jih/tojice
Suchá Lhota	Svitavy	svitavy/sucha-lhota
Mešno	Rokycany	rokycany/mesno
Zádolí	Ústí nad Orlicí	usti-nad-orlici/zadoli
Němčičky	Znojmo	znojmo/nemcicky
Kuňovice	Benešov	benesov/kunovice
Želkovice	Louny	louny/zelkovice
Tužice	Klatovy	klatovy/tuzice
Prodašice	Mladá Boleslav	mlada-boleslav/prodasice
Oplany	Praha-východ	praha-vychod/oplany
Trokavec	Rokycany	rokycany/trokavec
Řídelov	Jihlava	jihlava/ridelov
Hrutov	Jihlava	jihlava/hrutov
Vratislávka	Brno-venkov	brno-venkov/vratislavka
Dolní Pohleď	Kutná Hora	kutna-hora/dolni-pohled
Šebestěnice	Kutná Hora	kutna-hora/sebestenice
Kalivody	Rakovník	rakovnik/kalivody
Trotina	Trutnov	trutnov/trotina
Lesná	Třebíč	trebic/lesna
Arneštovice	Pelhřimov	pelhrimov/arnestovice
Kvílice	Kladno	kladno/kvilice
Zvíkov	Český Krumlov	cesky-krumlov/zvikov
Dolní Sokolovec	Havlíčkův Brod	havlickuv-brod/dolni-sokolovec
Chlístov	Rychnov nad Kněžnou	rychnov-nad-kneznou/chlistov
Nasavrky	Tábor	tabor/nasavrky
Chrtníky	Pardubice	pardubice/chrtniky
Drslavice	Prachatice	prachatice/drslavice
Brzánky	Litoměřice	litomerice/brzanky
Nové Hutě	Prachatice	prachatice/nove-hute
Bukovany	Příbram	pribram/bukovany
Jedlá	Havlíčkův Brod	havlickuv-brod/jedla
Haluzice	Zlín	zlin/haluzice
Horní Myslová	Jihlava	jihlava/horni-myslova
Milešín	Žďár nad Sázavou	zdar-nad-sazavou/milesin
Vanov	Jihlava	jihlava/vanov
Horní Vilémovice	Třebíč	trebic/horni-vilemovice
Bílov	Plzeň-sever	plzen-sever/bilov
Myslín	Písek	pisek/myslin
Dlouhá Stráň	Bruntál	bruntal/dlouha-stran
Rodná	Tábor	tabor/rodna
Vojníkov	Písek	pisek/vojnikov
Hrachoviště	Jindřichův Hradec	jindrichuv-hradec/hrachoviste
Řitonice	Mladá Boleslav	mlada-boleslav/ritonice
Drahňovice	Benešov	benesov/drahnovice
Libětice	Strakonice	strakonice/libetice
Líský	Kladno	kladno/lisky
Libkov	Chrudim	chrudim/libkov
Poběžovice u Přelouče	Pardubice	pardubice/pobezovice-u-prelouce
Nelepeč-Žernůvka	Brno-venkov	brno-venkov/nelepec-zernuvka
Zvolenovice	Jihlava	jihlava/zvolenovice
Horní Rožínka	Žďár nad Sázavou	zdar-nad-sazavou/horni-rozinka
Koryta	Mladá Boleslav	mlada-boleslav/koryta
Kojatín	Třebíč	trebic/kojatin
Bukovník	Klatovy	klatovy/bukovnik
Úherce	Louny	louny/uherce
Vícemil	Jindřichův Hradec	jindrichuv-hradec/vicemil
Lhota-Vlasenice	Pelhřimov	pelhrimov/lhota-vlasenice
Malinová	Rakovník	rakovnik/malinova
Plchovice	Ústí nad Orlicí	usti-nad-orlici/plchovice
Zbinohy	Jihlava	jihlava/zbinohy
Srbce	Prostějov	prostejov/srbce
Újezd	Znojmo	znojmo/ujezd
Záblatí	Jindřichův Hradec	jindrichuv-hradec/zablati
Borovnice	Benešov	benesov/borovnice
Kolaje	Nymburk	nymburk/kolaje
Trpík	Ústí nad Orlicí	usti-nad-orlici/trpik
Čečkovice	Havlíčkův Brod	havlickuv-brod/ceckovice
Rašín	Jičín	jicin/rasin
Jedlany	Tábor	tabor/jedlany
Rakousy	Semily	semily/rakousy
Tasovice	Blansko	blansko/tasovice
Borovná	Jihlava	jihlava/borovna
Strachoňovice	Jihlava	jihlava/strachonovice
Nicov	Prachatice	prachatice/nicov
Pohnání	Tábor	tabor/pohnani
Bácovice	Pelhřimov	pelhrimov/bacovice
Prusice	Praha-východ	praha-vychod/prusice
Doňov	Jindřichův Hradec	jindrichuv-hradec/donov
Schořov	Kutná Hora	kutna-hora/schorov
Hradce	České Budějovice	ceske-budejovice/hradce
Krejnice	Strakonice	strakonice/krejnice
Dvory	Prachatice	prachatice/dvory
Proseč	Pelhřimov	pelhrimov/prosec
Louňová	Plzeň-jih	plzen-jih/lounova
Třebějice	Tábor	tabor/trebejice
Kovčín	Klatovy	klatovy/kovcin
Otín	Jihlava	jihlava/otin
Hornice	Třebíč	trebic/hornice
Blanné	Znojmo	znojmo/blanne
Tišnovská Nová Ves	Brno-venkov	brno-venkov/tisnovska-nova-ves
Vodranty	Kutná Hora	kutna-hora/vodranty
Kanina	Mělník	melnik/kanina
Choratice	Benešov	benesov/choratice
Skorkov	Havlíčkův Brod	havlickuv-brod/skorkov
Vřesník	Jičín	jicin/vresnik
Jiratice	Třebíč	trebic/jiratice
Olšany	Jihlava	jihlava/olsany
Višňová	Jindřichův Hradec	jindrichuv-hradec/visnova
Zálužice	Louny	louny/zaluzice
Sudějov	Kutná Hora	kutna-hora/sudejov
Třebešice	Benešov	benesov/trebesice
Milejovice	Strakonice	strakonice/milejovice
Třešovice	Strakonice	strakonice/tresovice
Javor	Klatovy	klatovy/javor
Ponědrážka	Jindřichův Hradec	jindrichuv-hradec/ponedrazka
Košín	Tábor	tabor/kosin
Haškovcova Lhota	Tábor	tabor/haskovcova-lhota
Pelechy	Domažlice	domazlice/pelechy
Popůvky	Třebíč	trebic/popuvky
Račice	Třebíč	trebic/racice
Onšov	Znojmo	znojmo/onsov
Rojetín	Brno-venkov	brno-venkov/rojetin
Modřovice	Příbram	pribram/modrovice
Újezdec	Prachatice	prachatice/ujezdec
Útěchovičky	Pelhřimov	pelhrimov/utechovicky
Hojovice	Pelhřimov	pelhrimov/hojovice
Vlčeves	Tábor	tabor/vlceves
Županovice	Příbram	pribram/zupanovice
Kluky	Mladá Boleslav	mlada-boleslav/kluky
Hluboké Dvory	Brno-venkov	brno-venkov/hluboke-dvory
Modrá Hůrka	České Budějovice	ceske-budejovice/modra-hurka
Březí	Strakonice	strakonice/brezi
Libchyně	Náchod	nachod/libchyne
Ohaveč	Jičín	jicin/ohavec
Lesná	Pelhřimov	pelhrimov/lesna
Štichov	Domažlice	domazlice/stichov
Černíkovice	Plzeň-sever	plzen-sever/cernikovice
Český Jiřetín	Most	most/cesky-jiretin
Kukle	Svitavy	svitavy/kukle
Pivkovice	Strakonice	strakonice/pivkovice
Katov	Tábor	tabor/katov
Oleško	Litoměřice	litomerice/olesko
Dubovice	Pelhřimov	pelhrimov/dubovice
Županovice	Jindřichův Hradec	jindrichuv-hradec/zupanovice
Kačlehy	Jindřichův Hradec	jindrichuv-hradec/kaclehy
Klatovec	Jihlava	jihlava/klatovec
Nezabudice	Rakovník	rakovnik/nezabudice
Žirov	Pelhřimov	pelhrimov/zirov
Bečice	Tábor	tabor/becice
Černýšovice	Tábor	tabor/cernysovice
Hracholusky	Rakovník	rakovnik/hracholusky
Brodeslavy	Plzeň-sever	plzen-sever/brodeslavy
Bukovina u Přelouče	Pardubice	pardubice/bukovina-u-prelouce
Nehodiv	Klatovy	klatovy/nehodiv
Bukovice	Brno-venkov	brno-venkov/bukovice
Osové	Žďár nad Sázavou	zdar-nad-sazavou/osove
Skály	Strakonice	strakonice/skaly
Dolní Zimoř	Mělník	melnik/dolni-zimor
Brodec	Louny	louny/brodec
Švábov	Jihlava	jihlava/svabov
Vysoký Újezd	Hradec Králové	hradec-kralove/vysoky-ujezd
Vikantice	Šumperk	sumperk/vikantice
Řemíčov	Tábor	tabor/remicov
Přebuz	Sokolov	sokolov/prebuz
Slatina	Plzeň-sever	plzen-sever/slatina
Urbanice	Pardubice	pardubice/urbanice
Přeckov	Třebíč	trebic/preckov
Radonín	Třebíč	trebic/radonin
Vevčice	Znojmo	znojmo/vevcice
Nový Dvůr	Nymburk	nymburk/novy-dvur
Újezdec	Jindřichův Hradec	jindrichuv-hradec/ujezdec
Útěchovice	Pelhřimov	pelhrimov/utechovice
Krakovec	Rakovník	rakovnik/krakovec
Pastuchovice	Plzeň-sever	plzen-sever/pastuchovice
Řídký	Svitavy	svitavy/ridky
Vrážné	Svitavy	svitavy/vrazne
Pohleď	Havlíčkův Brod	havlickuv-brod/pohled-2
Dunice	Benešov	benesov/dunice
Hornosín	Strakonice	strakonice/hornosin
Pohorovice	Strakonice	strakonice/pohorovice
Modrava	Klatovy	klatovy/modrava
Ořechov	Jihlava	jihlava/orechov
Zvěstovice	Havlíčkův Brod	havlickuv-brod/zvestovice
Bořetice	Pelhřimov	pelhrimov/boretice
Nestrašovice	Příbram	pribram/nestrasovice
Zhoř	Brno-venkov	brno-venkov/zhor
Přerubenice	Rakovník	rakovnik/prerubenice
Okrouhlá	Písek	pisek/okrouhla
Horní Paseka	Havlíčkův Brod	havlickuv-brod/horni-paseka
Radimovice u Tábora	Tábor	tabor/radimovice-u-tabora
Václavy	Rakovník	rakovnik/vaclavy
Blažim	Plzeň-sever	plzen-sever/blazim
Velká Chmelištná	Rakovník	rakovnik/velka-chmelistna
Sebečice	Rokycany	rokycany/sebecice
Leškovice	Havlíčkův Brod	havlickuv-brod/leskovice
Nová Ves u Jarošova	Svitavy	svitavy/nova-ves-u-jarosova
Biskupice	Chrudim	chrudim/biskupice
Pustina	Ústí nad Orlicí	usti-nad-orlici/pustina
Horská Kvilda	Klatovy	klatovy/horska-kvilda
Píšť	Pelhřimov	pelhrimov/pist
Jiřice u Moravských Budějovic	Znojmo	znojmo/jirice-u-moravskych-budejovic
Lhotka u Radnic	Rokycany	rokycany/lhotka-u-radnic
Střítež pod Křemešníkem	Pelhřimov	pelhrimov/stritez-pod-kremesnikem
Hora Svatého Václava	Domažlice	domazlice/hora-svateho-vaclava
Pětikozly	Mladá Boleslav	mlada-boleslav/petikozly
Dívčí Kopy	Jindřichův Hradec	jindrichuv-hradec/divci-kopy
Zábrdí	Prachatice	prachatice/zabrdi
Dolní Těšice	Přerov	prerov/dolni-tesice
Louka	Blansko	blansko/louka
Hlince	Plzeň-sever	plzen-sever/hlince
Mezihoří	Klatovy	klatovy/mezihori
Olší	Jihlava	jihlava/olsi
Děkanovice	Benešov	benesov/dekanovice
Vrchovnice	Hradec Králové	hradec-kralove/vrchovnice
Ostřetice	Klatovy	klatovy/ostretice
Velečín	Plzeň-sever	plzen-sever/velecin
Zálesná Zhoř	Brno-venkov	brno-venkov/zalesna-zhor
Lubnice	Znojmo	znojmo/lubnice
Nejepín	Havlíčkův Brod	havlickuv-brod/nejepin
Ohařice	Jičín	jicin/oharice
Litohošť	Pelhřimov	pelhrimov/litohost
Probulov	Písek	pisek/probulov
Eš	Pelhřimov	pelhrimov/es
Nový Jimramov	Žďár nad Sázavou	zdar-nad-sazavou/novy-jimramov
Kamenný Malíkov	Jindřichův Hradec	jindrichuv-hradec/kamenny-malikov
Šetějovice	Benešov	benesov/setejovice
Zahorčice	Strakonice	strakonice/zahorcice
Chomle	Rokycany	rokycany/chomle
Mohelnice	Plzeň-jih	plzen-jih/mohelnice
Kyje	Jičín	jicin/kyje
Močerady	Domažlice	domazlice/mocerady
Litichovice	Benešov	benesov/litichovice
Ježov	Pelhřimov	pelhrimov/jezov
Svrabov	Tábor	tabor/svrabov
Rabakov	Mladá Boleslav	mlada-boleslav/rabakov
Vlčí	Plzeň-jih	plzen-jih/vlci
Kamenec	Rokycany	rokycany/kamenec
Rybníček	Havlíčkův Brod	havlickuv-brod/rybnicek
Boňkov	Havlíčkův Brod	havlickuv-brod/bonkov
Žerůtky	Blansko	blansko/zerutky
Líšná	Žďár nad Sázavou	zdar-nad-sazavou/lisna
Zvotoky	Strakonice	strakonice/zvotoky
Slavníč	Havlíčkův Brod	havlickuv-brod/slavnic
Heřmanice	Havlíčkův Brod	havlickuv-brod/hermanice
Stanovice	Trutnov	trutnov/stanovice
Rovná	Pelhřimov	pelhrimov/rovna
Holovousy	Plzeň-sever	plzen-sever/holovousy
Neveklovice	Mladá Boleslav	mlada-boleslav/neveklovice
Důl	Pelhřimov	pelhrimov/dul
Chleby	Benešov	benesov/chleby
Strýčice	České Budějovice	ceske-budejovice/strycice
Lovčovice	Třebíč	trebic/lovcovice
Bujesily	Rokycany	rokycany/bujesily
Bdín	Rakovník	rakovnik/bdin
Sedlatice	Jihlava	jihlava/sedlatice
Nimpšov	Třebíč	trebic/nimpsov
Pšánky	Hradec Králové	hradec-kralove/psanky
Bolkov	Plzeň-jih	plzen-jih/bolkov
Proruby	Rychnov nad Kněžnou	rychnov-nad-kneznou/proruby
Únice	Strakonice	strakonice/unice
Xaverov	Benešov	benesov/xaverov
Lhotka	Přerov	prerov/lhotka
Vrbice	Prachatice	prachatice/vrbice
Bratronice	Strakonice	strakonice/bratronice
Nová Pláň	Bruntál	bruntal/nova-plan
Lažany	Strakonice	strakonice/lazany
Martinice u Onšova	Pelhřimov	pelhrimov/martinice-u-onsova
Štítov	Rokycany	rokycany/stitov
Kunčina Ves	Blansko	blansko/kuncina-ves
Svojkovice	Jihlava	jihlava/svojkovice
Košice	Kutná Hora	kutna-hora/kosice
Smilovice	Rakovník	rakovnik/smilovice
Všehrdy	Plzeň-sever	plzen-sever/vsehrdy
Domoraz	Klatovy	klatovy/domoraz
Staňkovice	Litoměřice	litomerice/stankovice
Skryje	Brno-venkov	brno-venkov/skryje
Syrov	Pelhřimov	pelhrimov/syrov
Olšovice	Prachatice	prachatice/olsovice
Bradáčov	Tábor	tabor/bradacov
Holotín	Pardubice	pardubice/holotin
Moravecké Pavlovice	Žďár nad Sázavou	zdar-nad-sazavou/moravecke-pavlovice
Vlčetínec	Jindřichův Hradec	jindrichuv-hradec/vlcetinec
Ostrov	Benešov	benesov/ostrov
Těchařovice	Příbram	pribram/techarovice
Chobot	Strakonice	strakonice/chobot
Lány	Havlíčkův Brod	havlickuv-brod/lany
Dílce	Jičín	jicin/dilce
Pohnánec	Tábor	tabor/pohnanec
Bělá	Pelhřimov	pelhrimov/bela
Kožlí	Písek	pisek/kozli
Staré Bříště	Pelhřimov	pelhrimov/stare-briste
Hadravova Rosička	Jindřichův Hradec	jindrichuv-hradec/hadravova-rosicka
Libochovičky	Kladno	kladno/libochovicky
Hartinkov	Svitavy	svitavy/hartinkov
Podhradí nad Dyjí	Znojmo	znojmo/podhradi-nad-dyji
Vacovice	Strakonice	strakonice/vacovice
Rosička	Žďár nad Sázavou	zdar-nad-sazavou/rosicka
Rosička	Jindřichův Hradec	jindrichuv-hradec/rosicka
Vlkanov	Havlíčkův Brod	havlickuv-brod/vlkanov
Zadní Vydří	Jihlava	jihlava/zadni-vydri
Volevčice	Jihlava	jihlava/volevcice
Záhoří	Tábor	tabor/zahori
Kařízek	Rokycany	rokycany/karizek
Mlýnské Struhadlo	Klatovy	klatovy/mlynske-struhadlo
Makov	Blansko	blansko/makov
Zdeňkov	Jihlava	jihlava/zdenkov
Úhořilka	Havlíčkův Brod	havlickuv-brod/uhorilka
Drunče	Jindřichův Hradec	jindrichuv-hradec/drunce
Zblovice	Znojmo	znojmo/zblovice
Kratušín	Prachatice	prachatice/kratusin
Týniště	Plzeň-jih	plzen-jih/tyniste
Mutkov	Olomouc	olomouc/mutkov
Dolní Lochov	Jičín	jicin/dolni-lochov
Horní Smrčné	Třebíč	trebic/horni-smrcne
Kostelní Myslová	Jihlava	jihlava/kostelni-myslova
Janoušov	Šumperk	sumperk/janousov
Dobrohošť	Jindřichův Hradec	jindrichuv-hradec/dobrohost
Švihov	Rakovník	rakovnik/svihov
Olbramov	Tachov	tachov/olbramov
Janůvky	Svitavy	svitavy/januvky
Lubné	Brno-venkov	brno-venkov/lubne
Kunkovice	Kroměříž	kromeriz/kunkovice
Chlum	Rokycany	rokycany/chlum
Milasín	Žďár nad Sázavou	zdar-nad-sazavou/milasin
Polánka	Plzeň-jih	plzen-jih/polanka
Čenkov u Bechyně	České Budějovice	ceske-budejovice/cenkov-u-bechyne
Sloupno	Havlíčkův Brod	havlickuv-brod/sloupno
Vísky	Rokycany	rokycany/visky
Chlum-Korouhvice	Žďár nad Sázavou	zdar-nad-sazavou/chlum-korouhvice
Spělkov	Žďár nad Sázavou	zdar-nad-sazavou/spelkov
Bohunice	Prachatice	prachatice/bohunice
Kyjov	Žďár nad Sázavou	zdar-nad-sazavou/kyjov
Životice	Plzeň-jih	plzen-jih/zivotice
Všepadly	Domažlice	domazlice/vsepadly
Dolní Hradiště	Plzeň-sever	plzen-sever/dolni-hradiste
Budyně	Strakonice	strakonice/budyne
Zlátenka	Pelhřimov	pelhrimov/zlatenka
Petrovičky	Jičín	jicin/petrovicky
Kostelec	Jičín	jicin/kostelec
Slověnice	Benešov	benesov/slovenice
Ústup	Blansko	blansko/ustup
Račice	Žďár nad Sázavou	zdar-nad-sazavou/racice
Měkynec	Strakonice	strakonice/mekynec
Vápovice	Jihlava	jihlava/vapovice
Studená	Plzeň-sever	plzen-sever/studena
Hájek	Strakonice	strakonice/hajek
Šléglov	Šumperk	sumperk/sleglov
Hostějov	Uherské Hradiště	uherske-hradiste/hostejov
Řikonín	Brno-venkov	brno-venkov/rikonin
Radějovice	Strakonice	strakonice/radejovice
Lužice	Prachatice	prachatice/luzice
Jankov	Pelhřimov	pelhrimov/jankov
Minice	Písek	pisek/minice
Závraty	České Budějovice	ceske-budejovice/zavraty
Lhota u Olešnice	Blansko	blansko/lhota-u-olesnice
Vanůvek	Jihlava	jihlava/vanuvek
Maňovice	Klatovy	klatovy/manovice
Vysoká	Svitavy	svitavy/vysoka
Čejkovice	Kutná Hora	kutna-hora/cejkovice
Vlkov	České Budějovice	ceske-budejovice/vlkov
Hradiště	Rokycany	rokycany/hradiste
