label	zastKey	okrKey	okres
Radkovice u Hrotovic	radkovice-u-hrotovic	trebic	Třebíč
Radonín	radonin	trebic	Třebíč
Radošov	radosov	trebic	Třebíč
Rapotice	rapotice	trebic	Třebíč
Rohy	rohy	trebic	Třebíč
Rokytnice nad Rokytnou	rokytnice-nad-rokytnou	trebic	Třebíč
Rouchovany	rouchovany	trebic	Třebíč
Rudíkov	rudikov	trebic	Třebíč
Římov	rimov	trebic	Třebíč
Senorady	senorady	brno-venkov	Brno-venkov
Slavětice	slavetice	trebic	Třebíč
Slavičky	slavicky	trebic	Třebíč
Smrk	smrk	trebic	Třebíč
Stařeč	starec	trebic	Třebíč
Studenec	studenec	trebic	Třebíč
Studnice	studnice	trebic	Třebíč
Sudice	sudice	trebic	Třebíč
Svatoslav	svatoslav	trebic	Třebíč
Šebkovice	sebkovice	trebic	Třebíč
Štěměchy	stemechy	trebic	Třebíč
Štěpkov	stepkov	trebic	Třebíč
Tasov	tasov	zdar-nad-sazavou	Žďár nad Sázavou
Trnava	trnava	trebic	Třebíč
Třebelovice	trebelovice	trebic	Třebíč
Třebenice	trebenice	trebic	Třebíč
Valeč	valec	trebic	Třebíč
Vladislav	vladislav	trebic	Třebíč
Vlčatín	vlcatin	trebic	Třebíč
Výčapy	vycapy	trebic	Třebíč
Zahrádka	zahradka	trebic	Třebíč
Zárubice	zarubice	trebic	Třebíč
Zašovice	zasovice	trebic	Třebíč
Zvěrkovice	zverkovice	trebic	Třebíč
Želetava	zeletava	trebic	Třebíč
Uherské Hradiště	uherske-hradiste	uherske-hradiste	Uherské Hradiště
Babice	babice	uherske-hradiste	Uherské Hradiště
Bánov	banov	uherske-hradiste	Uherské Hradiště
Bílovice	bilovice	uherske-hradiste	Uherské Hradiště
Bojkovice	bojkovice	uherske-hradiste	Uherské Hradiště
Boršice u Blatnice	borsice-u-blatnice	uherske-hradiste	Uherské Hradiště
Boršice	borsice	uherske-hradiste	Uherské Hradiště
Břestek	brestek	uherske-hradiste	Uherské Hradiště
Březolupy	brezolupy	uherske-hradiste	Uherské Hradiště
Březová	brezova	uherske-hradiste	Uherské Hradiště
Buchlovice	buchlovice	uherske-hradiste	Uherské Hradiště
Bystřice pod Lopeníkem	bystrice-pod-lopenikem	uherske-hradiste	Uherské Hradiště
Částkov	castkov	uherske-hradiste	Uherské Hradiště
Dolní Němčí	dolni-nemci	uherske-hradiste	Uherské Hradiště
Drslavice	drslavice	uherske-hradiste	Uherské Hradiště
Hluk	hluk	uherske-hradiste	Uherské Hradiště
Horní Němčí	horni-nemci	uherske-hradiste	Uherské Hradiště
Hostějov	hostejov	uherske-hradiste	Uherské Hradiště
Hradčovice	hradcovice	uherske-hradiste	Uherské Hradiště
Huštěnovice	hustenovice	uherske-hradiste	Uherské Hradiště
Jalubí	jalubi	uherske-hradiste	Uherské Hradiště
Jankovice	jankovice	uherske-hradiste	Uherské Hradiště
Kelníky	kelniky	zlin	Zlín
Kněžpole	knezpole	uherske-hradiste	Uherské Hradiště
Komňa	komna	uherske-hradiste	Uherské Hradiště
Korytná	korytna	uherske-hradiste	Uherské Hradiště
Kostelany nad Moravou	kostelany-nad-moravou	uherske-hradiste	Uherské Hradiště
Košíky	kosiky	uherske-hradiste	Uherské Hradiště
Kudlovice	kudlovice	uherske-hradiste	Uherské Hradiště
Lopeník	lopenik	uherske-hradiste	Uherské Hradiště
Medlovice	medlovice	uherske-hradiste	Uherské Hradiště
Mistřice	mistrice	uherske-hradiste	Uherské Hradiště
Modrá	modra	uherske-hradiste	Uherské Hradiště
Nedachlebice	nedachlebice	uherske-hradiste	Uherské Hradiště
Nedakonice	nedakonice	uherske-hradiste	Uherské Hradiště
Nezdenice	nezdenice	uherske-hradiste	Uherské Hradiště
Nivnice	nivnice	uherske-hradiste	Uherské Hradiště
Ořechov	orechov	uherske-hradiste	Uherské Hradiště
Ostrožská Lhota	ostrozska-lhota	uherske-hradiste	Uherské Hradiště
Ostrožská Nová Ves	ostrozska-nova-ves	uherske-hradiste	Uherské Hradiště
Osvětimany	osvetimany	uherske-hradiste	Uherské Hradiště
Pašovice	pasovice	uherske-hradiste	Uherské Hradiště
Pitín	pitin	uherske-hradiste	Uherské Hradiště
Podolí	podoli	uherske-hradiste	Uherské Hradiště
Polešovice	polesovice	uherske-hradiste	Uherské Hradiště
Popovice	popovice	uherske-hradiste	Uherské Hradiště
Prakšice	praksice	uherske-hradiste	Uherské Hradiště
Rudice	rudice	uherske-hradiste	Uherské Hradiště
Salaš	salas	uherske-hradiste	Uherské Hradiště
Slavkov	slavkov	uherske-hradiste	Uherské Hradiště
Staré Hutě	stare-hute	uherske-hradiste	Uherské Hradiště
Starý Hrozenkov	stary-hrozenkov	uherske-hradiste	Uherské Hradiště
Strání	strani	uherske-hradiste	Uherské Hradiště
Stříbrnice	stribrnice	uherske-hradiste	Uherské Hradiště
Stupava	stupava	uherske-hradiste	Uherské Hradiště
Suchá Loz	sucha-loz	uherske-hradiste	Uherské Hradiště
Sušice	susice	uherske-hradiste	Uherské Hradiště
Svárov	svarov	uherske-hradiste	Uherské Hradiště
Šumice	sumice	uherske-hradiste	Uherské Hradiště
Topolná	topolna	uherske-hradiste	Uherské Hradiště
Traplice	traplice	uherske-hradiste	Uherské Hradiště
Tučapy	tucapy	uherske-hradiste	Uherské Hradiště
Tupesy	tupesy	uherske-hradiste	Uherské Hradiště
Uherský Brod	uhersky-brod	uherske-hradiste	Uherské Hradiště
Uherský Ostroh	uhersky-ostroh	uherske-hradiste	Uherské Hradiště
Újezdec	ujezdec	uherske-hradiste	Uherské Hradiště
Vápenice	vapenice	uherske-hradiste	Uherské Hradiště
Vážany	vazany	uherske-hradiste	Uherské Hradiště
Velehrad	velehrad	uherske-hradiste	Uherské Hradiště
Veletiny	veletiny	uherske-hradiste	Uherské Hradiště
Vlčnov	vlcnov	uherske-hradiste	Uherské Hradiště
Vyškovec	vyskovec	uherske-hradiste	Uherské Hradiště
Záhorovice	zahorovice	uherske-hradiste	Uherské Hradiště
Zlámanec	zlamanec	uherske-hradiste	Uherské Hradiště
Zlechov	zlechov	uherske-hradiste	Uherské Hradiště
Žítková	zitkova	uherske-hradiste	Uherské Hradiště
Vyškov	vyskov	vyskov	Vyškov
Bohaté Málkovice	bohate-malkovice	vyskov	Vyškov
Bohdalice-Pavlovice	bohdalice-pavlovice	vyskov	Vyškov
Bošovice	bosovice	vyskov	Vyškov
Brankovice	brankovice	vyskov	Vyškov
Bučovice	bucovice	vyskov	Vyškov
Dětkovice	detkovice	vyskov	Vyškov
Dobročkovice	dobrockovice	vyskov	Vyškov
Dražovice	drazovice	vyskov	Vyškov
Drnovice	drnovice	vyskov	Vyškov
Drysice	drysice	vyskov	Vyškov
Habrovany	habrovany	vyskov	Vyškov
Hlubočany	hlubocany	vyskov	Vyškov
Hodějice	hodejice	vyskov	Vyškov
Hostěrádky-Rešov	hosteradky-resov	vyskov	Vyškov
Hoštice-Heroltice	hostice-heroltice	vyskov	Vyškov
Hrušky	hrusky	vyskov	Vyškov
Hvězdlice	hvezdlice	vyskov	Vyškov
Chvalkovice	chvalkovice	vyskov	Vyškov
Ivanovice na Hané	ivanovice-na-hane	vyskov	Vyškov
Ježkovice	jezkovice	vyskov	Vyškov
Kobeřice u Brna	koberice-u-brna	vyskov	Vyškov
Kojátky	kojatky	vyskov	Vyškov
Komořany	komorany	vyskov	Vyškov
Kožušice	kozusice	vyskov	Vyškov
Krásensko	krasensko	vyskov	Vyškov
Křenovice	krenovice	vyskov	Vyškov
Křižanovice	krizanovice	vyskov	Vyškov
Křižanovice u Vyškova	krizanovice-u-vyskova	vyskov	Vyškov
Kučerov	kucerov	vyskov	Vyškov
Letonice	letonice	vyskov	Vyškov
Lovčičky	lovcicky	vyskov	Vyškov
Luleč	lulec	vyskov	Vyškov
Lysovice	lysovice	vyskov	Vyškov
Malínky	malinky	vyskov	Vyškov
Milešovice	milesovice	vyskov	Vyškov
Milonice	milonice	vyskov	Vyškov
Moravské Málkovice	moravske-malkovice	vyskov	Vyškov
Mouchnice	mouchnice	hodonin	Hodonín
Němčany	nemcany	vyskov	Vyškov
Nemochovice	nemochovice	vyskov	Vyškov
Nemojany	nemojany	vyskov	Vyškov
Nemotice	nemotice	vyskov	Vyškov
Nesovice	nesovice	vyskov	Vyškov
Nevojice	nevojice	vyskov	Vyškov
Nížkovice	nizkovice	vyskov	Vyškov
Nové Sady	nove-sady	vyskov	Vyškov
Orlovice	orlovice	vyskov	Vyškov
Otnice	otnice	vyskov	Vyškov
Podivice	podivice	vyskov	Vyškov
Prusy-Boškůvky	prusy-boskuvky	vyskov	Vyškov
Pustiměř	pustimer	vyskov	Vyškov
Račice-Pístovice	racice-pistovice	vyskov	Vyškov
Radslavice	radslavice	vyskov	Vyškov
Rašovice	rasovice	vyskov	Vyškov
Rousínov	rousinov	vyskov	Vyškov
Ruprechtov	ruprechtov	vyskov	Vyškov
Slavkov u Brna	slavkov-u-brna	vyskov	Vyškov
Snovídky	snovidky	vyskov	Vyškov
Studnice	studnice	vyskov	Vyškov
Šaratice	saratice	vyskov	Vyškov
Švábenice	svabenice	vyskov	Vyškov
Topolany	topolany	vyskov	Vyškov
Tučapy	tucapy	vyskov	Vyškov
Vážany	vazany	vyskov	Vyškov
Vážany nad Litavou	vazany-nad-litavou	vyskov	Vyškov
Velešovice	velesovice	vyskov	Vyškov
Zbýšov	zbysov	vyskov	Vyškov
Zelená Hora	zelena-hora	vyskov	Vyškov
Znojmo	znojmo	znojmo	Znojmo
Bantice	bantice	znojmo	Znojmo
Běhařovice	beharovice	znojmo	Znojmo
Bezkov	bezkov	znojmo	Znojmo
Bítov	bitov	znojmo	Znojmo
Blanné	blanne	znojmo	Znojmo
Blížkovice	blizkovice	znojmo	Znojmo
Bohutice	bohutice	znojmo	Znojmo
Bojanovice	bojanovice	znojmo	Znojmo
Borotice	borotice	znojmo	Znojmo
Boskovštejn	boskovstejn	znojmo	Znojmo
Božice	bozice	znojmo	Znojmo
Branišovice	branisovice	brno-venkov	Brno-venkov
Břežany	brezany	znojmo	Znojmo
Citonice	citonice	znojmo	Znojmo
Ctidružice	ctidruzice	znojmo	Znojmo
Čejkovice	cejkovice	znojmo	Znojmo
Čermákovice	cermakovice	znojmo	Znojmo
Černín	cernin	znojmo	Znojmo
Damnice	damnice	znojmo	Znojmo
Dobelice	dobelice	znojmo	Znojmo
Dobřínsko	dobrinsko	znojmo	Znojmo
Dolenice	dolenice	znojmo	Znojmo
Dolní Dubňany	dolni-dubnany	znojmo	Znojmo
Dyjákovice	dyjakovice	znojmo	Znojmo
Dyjákovičky	dyjakovicky	znojmo	Znojmo
Dyje	dyje	znojmo	Znojmo
Džbánice	dzbanice	znojmo	Znojmo
Grešlové Mýto	greslove-myto	znojmo	Znojmo
Havraníky	havraniky	znojmo	Znojmo
Hevlín	hevlin	znojmo	Znojmo
Hluboké Mašůvky	hluboke-masuvky	znojmo	Znojmo
Hnanice	hnanice	znojmo	Znojmo
Hodonice	hodonice	znojmo	Znojmo
Horní Břečkov	horni-breckov	znojmo	Znojmo
Horní Dubňany	horni-dubnany	znojmo	Znojmo
Horní Dunajovice	horni-dunajovice	znojmo	Znojmo
Horní Kounice	horni-kounice	znojmo	Znojmo
Hostěradice	hosteradice	znojmo	Znojmo
Hostim	hostim	znojmo	Znojmo
Hrabětice	hrabetice	znojmo	Znojmo
Hrádek	hradek	znojmo	Znojmo
Hrušovany nad Jevišovkou	hrusovany-nad-jevisovkou	znojmo	Znojmo
Chvalatice	chvalatice	znojmo	Znojmo
Chvalovice	chvalovice	znojmo	Znojmo
Jamolice	jamolice	znojmo	Znojmo
Jaroslavice	jaroslavice	znojmo	Znojmo
Jevišovice	jevisovice	znojmo	Znojmo
Jezeřany-Maršovice	jezerany-marsovice	znojmo	Znojmo
Jiřice u Miroslavi	jirice-u-miroslavi	znojmo	Znojmo
Kadov	kadov	znojmo	Znojmo
Korolupy	korolupy	znojmo	Znojmo
Kravsko	kravsko	znojmo	Znojmo
Krhovice	krhovice	znojmo	Znojmo
Křepice	krepice	znojmo	Znojmo
Kubšice	kubsice	znojmo	Znojmo
Kuchařovice	kucharovice	znojmo	Znojmo
Kyjovice	kyjovice	znojmo	Znojmo
Lančov	lancov	znojmo	Znojmo
Lechovice	lechovice	znojmo	Znojmo
Lesná	lesna	znojmo	Znojmo
Lesonice	lesonice	znojmo	Znojmo
Litobratřice	litobratrice	znojmo	Znojmo
Loděnice	lodenice	brno-venkov	Brno-venkov
Lubnice	lubnice	znojmo	Znojmo
Lukov	lukov	znojmo	Znojmo
Mackovice	mackovice	znojmo	Znojmo
Mašovice	masovice	znojmo	Znojmo
Medlice	medlice	znojmo	Znojmo
Mikulovice	mikulovice	znojmo	Znojmo
Milíčovice	milicovice	znojmo	Znojmo
Miroslav	miroslav	znojmo	Znojmo
Miroslavské Knínice	miroslavske-kninice	znojmo	Znojmo
Morašice	morasice	znojmo	Znojmo
Moravský Krumlov	moravsky-krumlov	znojmo	Znojmo
Našiměřice	nasimerice	znojmo	Znojmo
Němčičky	nemcicky	znojmo	Znojmo
Olbramkostel	olbramkostel	znojmo	Znojmo
Olbramovice	olbramovice	znojmo	Znojmo
Oleksovice	oleksovice	znojmo	Znojmo
Onšov	onsov	znojmo	Znojmo
Oslnovice	oslnovice	znojmo	Znojmo
Pavlice	pavlice	znojmo	Znojmo
Petrovice	petrovice	znojmo	Znojmo
Plaveč	plavec	znojmo	Znojmo
Podhradí nad Dyjí	podhradi-nad-dyji	znojmo	Znojmo
Podmolí	podmoli	znojmo	Znojmo
Podmyče	podmyce	znojmo	Znojmo
Práče	prace	znojmo	Znojmo
Pravice	pravice	znojmo	Znojmo
Prokopov	prokopov	znojmo	Znojmo
Prosiměřice	prosimerice	znojmo	Znojmo
Rešice	resice	znojmo	Znojmo
Rozkoš	rozkos	znojmo	Znojmo
Rudlice	rudlice	znojmo	Znojmo
Rybníky	rybniky	znojmo	Znojmo
Skalice	skalice	znojmo	Znojmo
Slatina	slatina	znojmo	Znojmo
Slup	slup	znojmo	Znojmo
Stálky	stalky	znojmo	Znojmo
Starý Petřín	stary-petrin	znojmo	Znojmo
Stošíkovice na Louce	stosikovice-na-louce	znojmo	Znojmo
Strachotice	strachotice	znojmo	Znojmo
Střelice	strelice	znojmo	Znojmo
Suchohrdly u Miroslavi	suchohrdly-u-miroslavi	znojmo	Znojmo
Šafov	safov	znojmo	Znojmo
Šanov	sanov	znojmo	Znojmo
Šatov	satov	znojmo	Znojmo
Štítary	stitary	znojmo	Znojmo
Šumice	sumice	brno-venkov	Brno-venkov
Šumná	sumna	znojmo	Znojmo
Tasovice	tasovice	znojmo	Znojmo
Tavíkovice	tavikovice	znojmo	Znojmo
Těšetice	tesetice	znojmo	Znojmo
Trnové Pole	trnove-pole	znojmo	Znojmo
Troskotovice	troskotovice	brno-venkov	Brno-venkov
Trstěnice	trstenice	znojmo	Znojmo
Tulešice	tulesice	znojmo	Znojmo
Tvořihráz	tvorihraz	znojmo	Znojmo
Uherčice	uhercice	znojmo	Znojmo
Újezd	ujezd	znojmo	Znojmo
Únanov	unanov	znojmo	Znojmo
Valtrovice	valtrovice	znojmo	Znojmo
Vedrovice	vedrovice	znojmo	Znojmo
Vémyslice	vemyslice	znojmo	Znojmo
Vevčice	vevcice	znojmo	Znojmo
Višňové	visnove	znojmo	Znojmo
Vítonice	vitonice	znojmo	Znojmo
Vranov nad Dyjí	vranov-nad-dyji	znojmo	Znojmo
Vranovská Ves	vranovska-ves	znojmo	Znojmo
Vratěnín	vratenin	znojmo	Znojmo
Vrbovec	vrbovec	znojmo	Znojmo
Výrovice	vyrovice	znojmo	Znojmo
Vysočany	vysocany	znojmo	Znojmo
Zálesí	zalesi	znojmo	Znojmo
Zblovice	zblovice	znojmo	Znojmo
Želetice	zeletice	znojmo	Znojmo
Žerotice	zerotice	znojmo	Znojmo
Žerůtky	zerutky	znojmo	Znojmo
Žďár nad Sázavou	zdar-nad-sazavou	zdar-nad-sazavou	Žďár nad Sázavou
Baliny	baliny	zdar-nad-sazavou	Žďár nad Sázavou
Blažkov	blazkov	zdar-nad-sazavou	Žďár nad Sázavou
Blízkov	blizkov	zdar-nad-sazavou	Žďár nad Sázavou
Bobrová	bobrova	zdar-nad-sazavou	Žďár nad Sázavou
Bobrůvka	bobruvka	zdar-nad-sazavou	Žďár nad Sázavou
Bohdalec	bohdalec	zdar-nad-sazavou	Žďár nad Sázavou
Bohdalov	bohdalov	zdar-nad-sazavou	Žďár nad Sázavou
Bohuňov	bohunov	zdar-nad-sazavou	Žďár nad Sázavou
Borač	borac	brno-venkov	Brno-venkov
Borovnice	borovnice	zdar-nad-sazavou	Žďár nad Sázavou
Borovník	borovnik	brno-venkov	Brno-venkov
Březejc	brezejc	zdar-nad-sazavou	Žďár nad Sázavou
Březí	brezi	zdar-nad-sazavou	Žďár nad Sázavou
Březí nad Oslavou	brezi-nad-oslavou	zdar-nad-sazavou	Žďár nad Sázavou
Březské	brezske	zdar-nad-sazavou	Žďár nad Sázavou
Budeč	budec	zdar-nad-sazavou	Žďár nad Sázavou
Bukov	bukov	zdar-nad-sazavou	Žďár nad Sázavou
Bystřice nad Pernštejnem	bystrice-nad-pernstejnem	zdar-nad-sazavou	Žďár nad Sázavou
Býšovec	bysovec	zdar-nad-sazavou	Žďár nad Sázavou
Černá	cerna	zdar-nad-sazavou	Žďár nad Sázavou
Černvír	cernvir	brno-venkov	Brno-venkov
Dalečín	dalecin	zdar-nad-sazavou	Žďár nad Sázavou
Daňkovice	dankovice	zdar-nad-sazavou	Žďár nad Sázavou
Dlouhé	dlouhe	zdar-nad-sazavou	Žďár nad Sázavou
Dobrá Voda	dobra-voda	zdar-nad-sazavou	Žďár nad Sázavou
Dolní Heřmanice	dolni-hermanice	zdar-nad-sazavou	Žďár nad Sázavou
Dolní Libochová	dolni-libochova	zdar-nad-sazavou	Žďár nad Sázavou
Dolní Loučky	dolni-loucky	brno-venkov	Brno-venkov
Dolní Rožínka	dolni-rozinka	zdar-nad-sazavou	Žďár nad Sázavou
Doubravník	doubravnik	brno-venkov	Brno-venkov
Drahonín	drahonin	brno-venkov	Brno-venkov
Fryšava pod Žákovou horou	frysava-pod-zakovou-horou	zdar-nad-sazavou	Žďár nad Sázavou
Hamry nad Sázavou	hamry-nad-sazavou	zdar-nad-sazavou	Žďár nad Sázavou
Herálec	heralec	zdar-nad-sazavou	Žďár nad Sázavou
Heřmanov	hermanov	zdar-nad-sazavou	Žďár nad Sázavou
Hodíškov	hodiskov	zdar-nad-sazavou	Žďár nad Sázavou
Bory	bory	zdar-nad-sazavou	Žďár nad Sázavou
Horní Libochová	horni-libochova	zdar-nad-sazavou	Žďár nad Sázavou
Horní Loučky	horni-loucky	brno-venkov	Brno-venkov
Horní Radslavice	horni-radslavice	zdar-nad-sazavou	Žďár nad Sázavou
Horní Rožínka	horni-rozinka	zdar-nad-sazavou	Žďár nad Sázavou
Chlum-Korouhvice	chlum-korouhvice	zdar-nad-sazavou	Žďár nad Sázavou
Chlumek	chlumek	zdar-nad-sazavou	Žďár nad Sázavou
Chlumětín	chlumetin	zdar-nad-sazavou	Žďár nad Sázavou
Jabloňov	jablonov	zdar-nad-sazavou	Žďár nad Sázavou
Javorek	javorek	zdar-nad-sazavou	Žďár nad Sázavou
Jámy	jamy	zdar-nad-sazavou	Žďár nad Sázavou
Jimramov	jimramov	zdar-nad-sazavou	Žďár nad Sázavou
Jívoví	jivovi	zdar-nad-sazavou	Žďár nad Sázavou
Kadolec	kadolec	zdar-nad-sazavou	Žďár nad Sázavou
Kadov	kadov	zdar-nad-sazavou	Žďár nad Sázavou
Kaly	kaly	brno-venkov	Brno-venkov
Karlov	karlov	zdar-nad-sazavou	Žďár nad Sázavou
Kněževes	knezeves	zdar-nad-sazavou	Žďár nad Sázavou
Koroužné	korouzne	zdar-nad-sazavou	Žďár nad Sázavou
Kotlasy	kotlasy	zdar-nad-sazavou	Žďár nad Sázavou
Kozlov	kozlov	zdar-nad-sazavou	Žďár nad Sázavou
Krásné	krasne	zdar-nad-sazavou	Žďár nad Sázavou
Krásněves	krasneves	zdar-nad-sazavou	Žďár nad Sázavou
Křižánky	krizanky	zdar-nad-sazavou	Žďár nad Sázavou
Křižanov	krizanov	zdar-nad-sazavou	Žďár nad Sázavou
Křižínkov	krizinkov	brno-venkov	Brno-venkov
Křoví	krovi	zdar-nad-sazavou	Žďár nad Sázavou
Kuklík	kuklik	zdar-nad-sazavou	Žďár nad Sázavou
Kundratice	kundratice	zdar-nad-sazavou	Žďár nad Sázavou
Kuřimská Nová Ves	kurimska-nova-ves	brno-venkov	Brno-venkov
Kuřimské Jestřabí	kurimske-jestrabi	brno-venkov	Brno-venkov
Kyjov	kyjov	zdar-nad-sazavou	Žďár nad Sázavou
Lavičky	lavicky	zdar-nad-sazavou	Žďár nad Sázavou
Lhotka	lhotka	zdar-nad-sazavou	Žďár nad Sázavou
Lísek	lisek	zdar-nad-sazavou	Žďár nad Sázavou
Líšná	lisna	zdar-nad-sazavou	Žďár nad Sázavou
Lubné	lubne	brno-venkov	Brno-venkov
Malá Losenice	mala-losenice	zdar-nad-sazavou	Žďár nad Sázavou
Martinice	martinice	zdar-nad-sazavou	Žďár nad Sázavou
Matějov	matejov	zdar-nad-sazavou	Žďár nad Sázavou
Měřín	merin	zdar-nad-sazavou	Žďár nad Sázavou
Mirošov	mirosov	zdar-nad-sazavou	Žďár nad Sázavou
Moravec	moravec	zdar-nad-sazavou	Žďár nad Sázavou
Moravecké Pavlovice	moravecke-pavlovice	zdar-nad-sazavou	Žďár nad Sázavou
Nedvědice	nedvedice	brno-venkov	Brno-venkov
Netín	netin	zdar-nad-sazavou	Žďár nad Sázavou
Níhov	nihov	brno-venkov	Brno-venkov
Nížkov	nizkov	zdar-nad-sazavou	Žďár nad Sázavou
Nová Ves	nova-ves	zdar-nad-sazavou	Žďár nad Sázavou
Nová Ves u Nového Města na Moravě	nova-ves-u-noveho-mesta-na-morave	zdar-nad-sazavou	Žďár nad Sázavou
Nové Město na Moravě	nove-mesto-na-morave	zdar-nad-sazavou	Žďár nad Sázavou
Nové Sady	nove-sady	zdar-nad-sazavou	Žďár nad Sázavou
Nové Veselí	nove-veseli	zdar-nad-sazavou	Žďár nad Sázavou
Nový Jimramov	novy-jimramov	zdar-nad-sazavou	Žďár nad Sázavou
Nyklovice	nyklovice	zdar-nad-sazavou	Žďár nad Sázavou
Obyčtov	obyctov	zdar-nad-sazavou	Žďár nad Sázavou
Olší	olsi	brno-venkov	Brno-venkov
Ořechov	orechov	zdar-nad-sazavou	Žďár nad Sázavou
Oslavice	oslavice	zdar-nad-sazavou	Žďár nad Sázavou
Osová Bítýška	osova-bityska	zdar-nad-sazavou	Žďár nad Sázavou
Osové	osove	zdar-nad-sazavou	Žďár nad Sázavou
Ostrov nad Oslavou	ostrov-nad-oslavou	zdar-nad-sazavou	Žďár nad Sázavou
Otín	otin	zdar-nad-sazavou	Žďár nad Sázavou
Pavlínov	pavlinov	zdar-nad-sazavou	Žďár nad Sázavou
Pavlov	pavlov	zdar-nad-sazavou	Žďár nad Sázavou
Pernštejnské Jestřabí	pernstejnske-jestrabi	brno-venkov	Brno-venkov
Petráveč	petravec	zdar-nad-sazavou	Žďár nad Sázavou
Písečné	pisecne	zdar-nad-sazavou	Žďár nad Sázavou
Počítky	pocitky	zdar-nad-sazavou	Žďár nad Sázavou
Poděšín	podesin	zdar-nad-sazavou	Žďár nad Sázavou
Podolí	podoli	zdar-nad-sazavou	Žďár nad Sázavou
Pokojov	pokojov	zdar-nad-sazavou	Žďár nad Sázavou
Polnička	polnicka	zdar-nad-sazavou	Žďár nad Sázavou
Prosetín	prosetin	zdar-nad-sazavou	Žďár nad Sázavou
Račice	racice	zdar-nad-sazavou	Žďár nad Sázavou
Radenice	radenice	zdar-nad-sazavou	Žďár nad Sázavou
Radešín	radesin	zdar-nad-sazavou	Žďár nad Sázavou
Radešínská Svratka	radesinska-svratka	zdar-nad-sazavou	Žďár nad Sázavou
Radňoves	radnoves	zdar-nad-sazavou	Žďár nad Sázavou
Radňovice	radnovice	zdar-nad-sazavou	Žďár nad Sázavou
Radostín	radostin	zdar-nad-sazavou	Žďár nad Sázavou
Radostín nad Oslavou	radostin-nad-oslavou	zdar-nad-sazavou	Žďár nad Sázavou
Rojetín	rojetin	brno-venkov	Brno-venkov
Rousměrov	rousmerov	zdar-nad-sazavou	Žďár nad Sázavou
Rovečné	rovecne	zdar-nad-sazavou	Žďár nad Sázavou
Rozseč	rozsec	zdar-nad-sazavou	Žďár nad Sázavou
Rozsochy	rozsochy	zdar-nad-sazavou	Žďár nad Sázavou
Rožná	rozna	zdar-nad-sazavou	Žďár nad Sázavou
Ruda	ruda	zdar-nad-sazavou	Žďár nad Sázavou
Rudolec	rudolec	zdar-nad-sazavou	Žďár nad Sázavou
Řečice	recice	zdar-nad-sazavou	Žďár nad Sázavou
Řikonín	rikonin	brno-venkov	Brno-venkov
Sázava	sazava	zdar-nad-sazavou	Žďár nad Sázavou
Sejřek	sejrek	zdar-nad-sazavou	Žďár nad Sázavou
Sirákov	sirakov	zdar-nad-sazavou	Žďár nad Sázavou
Sklené	sklene	zdar-nad-sazavou	Žďár nad Sázavou
Sklené nad Oslavou	sklene-nad-oslavou	zdar-nad-sazavou	Žďár nad Sázavou
Skorotice	skorotice	zdar-nad-sazavou	Žďár nad Sázavou
Skřinářov	skrinarov	zdar-nad-sazavou	Žďár nad Sázavou
Sněžné	snezne	zdar-nad-sazavou	Žďár nad Sázavou
Spělkov	spelkov	zdar-nad-sazavou	Žďár nad Sázavou
Strachujov	strachujov	zdar-nad-sazavou	Žďár nad Sázavou
Stránecká Zhoř	stranecka-zhor	zdar-nad-sazavou	Žďár nad Sázavou
Strážek	strazek	zdar-nad-sazavou	Žďár nad Sázavou
Sulkovec	sulkovec	zdar-nad-sazavou	Žďár nad Sázavou
Světnov	svetnov	zdar-nad-sazavou	Žďár nad Sázavou
Sviny	sviny	zdar-nad-sazavou	Žďár nad Sázavou
Svratka	svratka	zdar-nad-sazavou	Žďár nad Sázavou
Škrdlovice	skrdlovice	zdar-nad-sazavou	Žďár nad Sázavou
Štěpánov nad Svratkou	stepanov-nad-svratkou	zdar-nad-sazavou	Žďár nad Sázavou
Tišnovská Nová Ves	tisnovska-nova-ves	brno-venkov	Brno-venkov
Uhřínov	uhrinov	zdar-nad-sazavou	Žďár nad Sázavou
Ujčov	ujcov	zdar-nad-sazavou	Žďár nad Sázavou
Újezd	ujezd	zdar-nad-sazavou	Žďár nad Sázavou
Unčín	uncin	zdar-nad-sazavou	Žďár nad Sázavou
Vatín	vatin	zdar-nad-sazavou	Žďár nad Sázavou
Věcov	vecov	zdar-nad-sazavou	Žďár nad Sázavou
Věchnov	vechnov	zdar-nad-sazavou	Žďár nad Sázavou
Velká Bíteš	velka-bites	zdar-nad-sazavou	Žďár nad Sázavou
Velká Losenice	velka-losenice	zdar-nad-sazavou	Žďár nad Sázavou
